file	changed	border_dark_ratio	removed_pixels	removed_ratio
the-80th-anniversary-of-ve-day-collector-two-coin-set-rev.webp	0	0.0000	0	0.0000
the-angel-2026-1oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-angel-2026-1oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-angel-2026-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-angel-2026-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-battles-of-lexington-and-concord-2025-uk-1oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-battles-of-lexington-and-concord-2025-uk-1oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-battles-of-lexington-and-concord-2025-uk-1oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-battles-of-lexington-and-concord-2025-uk-2oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-battles-of-lexington-and-concord-2025-uk-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-battles-of-lexington-and-concord-2025-uk-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-british-lion-and-american-eagle-2024-1oz-silver-bullion-coin-blister-obv.webp	0	0.0000	0	0.0000
the-british-lion-and-american-eagle-2024-1oz-silver-bullion-coin-blister-rev.webp	0	0.0000	0	0.0000
the-british-lion-and-american-eagle-2024-1oz-silver-bullion-coin-obv.webp	0	0.0000	0	0.0000
the-british-lion-and-american-eagle-2024-1oz-silver-bullion-coin-rev.webp	0	0.0000	0	0.0000
the-flying-car-2025-50p-coloured-silver-proof-colour-coin-box.webp	0	0.0000	0	0.0000
the-flying-car-2025-50p-coloured-silver-proof-colour-coin-obv.webp	0	0.0000	0	0.0000
the-flying-car-2025-50p-coloured-silver-proof-colour-coin-rev.webp	0	0.0000	0	0.0000
the-greyhound-of-richmond-2025-1oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-greyhound-of-richmond-2025-1oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-greyhound-of-richmond-2025-1oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-greyhound-of-richmond-2025-2oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-greyhound-of-richmond-2025-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-greyhound-of-richmond-2025-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-life-of-queen-victoria-2026-5-pound-silver-piedfort-proof-coin-obv.webp	0	0.0000	0	0.0000
the-life-of-queen-victoria-2026-5-pound-silver-piedfort-proof-coin-rev.webp	0	0.0000	0	0.0000
the-life-of-queen-victoria-2026-5-pound-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-life-of-queen-victoria-2026-5-pound-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-life-of-queen-victoria-silver-set-obv.webp	0	0.0000	0	0.0000
the-life-of-queen-victoria-silver-set-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2023-1kg-silver-proof-trial-piece-with-microdot-matt-finish-obverse-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2023-1kg-silver-proof-trial-piece-with-microdot-matt-finish-obverse-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2024-10oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2024-10oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2024-5oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2024-5oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2024-5oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2024-uk-1-10oz-silver-proof-coin-obv.webp	1	0.9999	592211	0.4113
the-lion-and-the-eagle-2024-uk-1-10oz-silver-proof-coin-rev.webp	1	1.0000	578223	0.4015
the-lion-and-the-eagle-2024-uk-1-4oz-silver-proof-coin-obv.webp	1	0.9998	565596	0.3928
the-lion-and-the-eagle-2024-uk-1-4oz-silver-proof-coin-rev.webp	1	1.0000	559620	0.3886
the-lion-and-the-eagle-2024-uk-1oz-silver-proof-coin-03060cf0-obv.webp	1	1.0000	559609	0.3886
the-lion-and-the-eagle-2024-uk-1oz-silver-proof-coin-03060cf0-rev.webp	1	1.0000	547976	0.3805
the-lion-and-the-eagle-2024-uk-1oz-silver-proof-coin-obv.webp	1	1.0000	530250	0.3682
the-lion-and-the-eagle-2024-uk-1oz-silver-proof-coin-rev.webp	1	1.0000	530250	0.3682
the-lion-and-the-eagle-2024-uk-2oz-silver-proof-coin-obv.webp	1	1.0000	585972	0.4069
the-lion-and-the-eagle-2024-uk-2oz-silver-proof-coin-rev.webp	1	1.0000	585972	0.4069
the-lion-and-the-eagle-2024-uk-5oz-silver-proof-coin-obv.webp	1	1.0000	571668	0.3970
the-lion-and-the-eagle-2024-uk-5oz-silver-proof-coin-rev.webp	1	1.0000	571668	0.3970
the-lion-and-the-eagle-2026-1-2oz-silver-bullion-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-1-2oz-silver-bullion-coin-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-1oz-silver-bullion-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-1oz-silver-bullion-coin-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-1oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-1oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-5oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-lion-and-the-eagle-2026-5oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-merlen-shield-silver-two-coin-set-cert.webp	0	0.0000	0	0.0000
the-merlen-shield-silver-two-coin-set-obv.webp	0	0.0000	0	0.0000
the-merlen-shield-silver-two-coin-set-rev.webp	0	0.0000	0	0.0000
the-penny-drops-2026-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-penny-drops-2026-silver-proof-coin-cert.webp	0	0.0000	0	0.0000
the-penny-drops-2026-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-penny-drops-2026-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-police-2023-uk-2oz-silver-proof-coin-blister-obv.webp	0	0.0000	0	0.0000
the-police-2023-uk-2oz-silver-proof-coin-blister-rev.webp	0	0.0000	0	0.0000
the-police-2023-uk-2oz-silver-proof-coin-obv.webp	1	1.0000	530433	0.3684
the-police-2023-uk-2oz-silver-proof-coin-rev.webp	1	1.0000	530555	0.3684
the-queens-panther-2025-10oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-queens-panther-2025-10oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-queens-panther-2025-10oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-queens-panther-2025-1oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-queens-panther-2025-1oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-queens-panther-2025-1oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-queens-panther-2025-2oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-queens-panther-2025-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-queens-panther-2025-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-queens-panther-2025-5oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-queens-panther-2025-5oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-queens-panther-2025-5oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-queens-panther-2025-silver-proof-two-coin-set-obv.webp	0	0.0000	0	0.0000
the-queens-panther-2025-silver-proof-two-coin-set-rev.webp	0	0.0000	0	0.0000
the-red-arrows-collector-coin-set-box.webp	0	0.0000	0	0.0000
the-red-arrows-collector-coin-set-obv.webp	0	0.0000	0	0.0000
the-red-arrows-collector-coin-set-rev.webp	0	0.0000	0	0.0000
the-royal-arms-2024-1oz-silver-bullion-coin-73f522dc-obv.webp	1	1.0000	513469	0.3566
the-royal-arms-2024-1oz-silver-bullion-coin-73f522dc-rev.webp	1	1.0000	531250	0.3689
the-royal-tudor-beasts-2023-yale-of-beaufort-10oz-silver-bullion-coin-blister-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2023-yale-of-beaufort-10oz-silver-bullion-coin-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2023-yale-of-beaufort-10oz-silver-bullion-coin-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-10oz-silver-bullion-coin-blister-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-10oz-silver-bullion-coin-blister-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-10oz-silver-bullion-coin-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-10oz-silver-bullion-coin-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-2oz-silver-bullion-coin-blister-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-2oz-silver-bullion-coin-blister-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-2oz-silver-bullion-coin-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-2026-queens-lion-2oz-silver-bullion-coin-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-queens-lion-2026-1oz-silver-proof-coin-blister-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-10oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-10oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-10oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-5oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-5oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-silver-proof-two-coin-set-box.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-silver-proof-two-coin-set-obv.webp	0	0.0000	0	0.0000
the-royal-tudor-beasts-the-seymour-unicorn-2024-silver-proof-two-coin-set-rev.webp	0	0.0000	0	0.0000
the-silver-sovereign-2026-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-silver-sovereign-2026-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-snowman-2025-50p-silver-proof-colour-coin-box.webp	0	0.0000	0	0.0000
the-snowman-2025-50p-silver-proof-colour-coin-obv.webp	0	0.0000	0	0.0000
the-snowman-2025-50p-silver-proof-colour-coin-rev.webp	0	0.0000	0	0.0000
the-sovereign-2026-gold-bullion-coin-in-blister-blister-obv.webp	0	0.0000	0	0.0000
the-sovereign-2026-gold-bullion-coin-in-blister-blister-rev.webp	0	0.0000	0	0.0000
the-sovereign-2026-gold-bullion-coin-in-blister-obv.webp	0	0.0000	0	0.0000
the-sovereign-2026-gold-bullion-coin-in-blister-rev.webp	0	0.0000	0	0.0000
the-spice-girl-2026-uk-1oz-silver-proof-colour-coin-obv.webp	0	0.0000	0	0.0000
the-spice-girl-2026-uk-1oz-silver-proof-colour-coin-rev.webp	0	0.0000	0	0.0000
the-spice-girls-2026-uk-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-spice-girls-2026-uk-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-spice-girls-2026-uk-5oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-spice-girls-2026-uk-5oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-waterloo-medal-allied-leaders-2024-uk-2oz-silver-proof-coin-matt-obv.webp	1	1.0000	626999	0.4354
the-waterloo-medal-allied-leaders-2024-uk-2oz-silver-proof-coin-matt-rev.webp	1	1.0000	662358	0.4600
the-waterloo-medal-allied-leaders-2024-uk-2oz-silver-proof-coin-obv.webp	1	1.0000	676472	0.4698
the-waterloo-medal-allied-leaders-2024-uk-2oz-silver-proof-coin-rev.webp	1	1.0000	666778	0.4630
the-waterloo-medal-allied-leaders-2024-uk-5oz-silver-proof-coin-obv.webp	1	1.0000	567303	0.3940
the-waterloo-medal-allied-leaders-2024-uk-5oz-silver-proof-coin-rev.webp	1	1.0000	587418	0.4079
the-waterloo-medal-victory-2025-2oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-waterloo-medal-victory-2025-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-waterloo-medal-victory-2025-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
the-waterloo-medal-victory-2025-5oz-silver-proof-coin-box.webp	0	0.0000	0	0.0000
the-waterloo-medal-victory-2025-5oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
the-waterloo-medal-victory-2025-5oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
tp25px110-britannia-2024-uk-1-20oz-silver-proof-coin-obv.webp	1	1.0000	577048	0.4007
tp25px110-britannia-2024-uk-1-20oz-silver-proof-coin-rev.webp	1	1.0000	564244	0.3918
tp25px152-obv.webp	1	1.0000	818251	0.5682
tp25px152-rev.webp	1	1.0000	875863	0.6082
uk26wc5s-obv.webp	0	0.0000	0	0.0000
uk26wc5s-rev.webp	0	0.0000	0	0.0000
william-iv-crown-2026-10oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
william-iv-crown-2026-10oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
william-iv-crown-2026-2oz-silver-proof-coin-obv.webp	0	0.0000	0	0.0000
william-iv-crown-2026-2oz-silver-proof-coin-rev.webp	0	0.0000	0	0.0000
zog-2025-50p-silver-proof-colour-coin-obv.webp	0	0.0000	0	0.0000
zog-2025-50p-silver-proof-colour-coin-rev.webp	0	0.0000	0	0.0000
