id,title,country,mint,mintage,mintage_display,reason,source_url
4301,Australian Koala 2023 5oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-koala-2023-5oz-gold-proof-coin
4303,Australian Koala 2024 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-koala-2024-1oz-gold-proof-high-relief-coin
4304,Australian Koala 2024 5oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-koala-2024-5oz-gold-proof-coin
4306,Australian Koala 2025 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-koala-2025-1oz-gold-proof-high-relief-coin
4307,Australian Koala 2025 5oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-koala-2025-5oz-gold-proof-coin
4310,Australian Kookaburra 2021 2oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-2021-2oz-gold-proof-high-relief-coin
4312,Australian Kookaburra 2021 5oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-2021-5oz-gold-proof-high-relief-coin
4315,Australian Kookaburra 2022 2oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/australian-kookaburra-2022-2oz-gold-proof-high-relief-coin
4317,Australian Kookaburra 2022 5oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/australian-kookaburra-2022-5oz-gold-proof-high-relief-coin
4320,Australian Kookaburra 2023 2oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-2023-2oz-gold-proof-high-relief-coin
4322,Australian Kookaburra 2023 5oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-2023-5oz-gold-proof-high-relief-coin
4325,Australian Kookaburra 2024 2oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-2024-2oz-gold-proof-high-relief-coin
4327,Australian Kookaburra 2024 5oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-2024-5oz-gold-proof-high-relief-coin
4348,Australian Swan 2021 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-swan-2021-1oz-gold-proof-high-relief-coin
4351,Australian Swan 2022 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/australian-swan-2022-1oz-gold-proof-high-relief-coin
4355,Australian Swan 2023 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-swan-2023-1oz-gold-proof-high-relief-coin
4359,Australian Swan 2024 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-swan-2024-1oz-gold-proof-high-relief-coin
4363,Australian Swan 2025 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-swan-2025-1oz-gold-proof-high-relief-coin
4366,Australian Wedge-tailed Eagle 10th Anniversary 2024 5oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-10th-anniversary-2024-5oz-gold-proof-high-relief-coin
4367,Australian Wedge-tailed Eagle 2021 1 Kilo Gold Incused Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2021-1-kilo-gold-incused-coin
4370,Australian Wedge-tailed Eagle 2021 1oz Platinum Reverse Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2021-1oz-platinum-reverse-proof-high-relief-coin
4373,Australian Wedge-tailed Eagle 2021 5oz Gold Reverse Proof Ultra High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2021-5oz-gold-reverse-proof-ultra-high-relief-coin
4375,Australian Wedge-tailed Eagle 2022 1 Kilo Silver Enhanced Reverse Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2022-1kg-silver-enhanced-reverse-proof-coin
4378,Australian Wedge-tailed Eagle 2022 1oz Platinum Enhanced Reverse Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/australian-wedge-tailed-eagle-2022-1oz-platinum-enhanced-reverse-proof-coin
4381,Australian Wedge-tailed Eagle 2022 5oz Gold Enhanced Reverse Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2022-5oz-gold-enhanced-reverse-proof-high-relief-coin
4383,Australian Wedge-tailed Eagle 2023 1 Kilo Silver Enhanced Reverse Proof Ultra High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2023-1-kilo-silver-reverse-proof-ultra-high-relief-coin
4385,Australian Wedge-tailed Eagle 2023 1.5oz Bi-Metal Proof Gilded Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2023-1.5oz-bi-metal-proof-gilded-coin
4389,Australian Wedge-tailed Eagle 2023 5oz Gold Proof High Relief Gilded Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2023-5oz-gold-proof-high-relief-gilded-coin
4392,Australian Wedge-tailed Eagle 2025 1 Kilo Silver Proof Ultra High Relief Gilded Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2025-1-kilo-silver-proof-ultra-high-relief-gilded-coin
4393,Australian Wedge-tailed Eagle 2025 10oz Silver Proof Ultra High Relief Gilded Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2025-10oz-silver-proof-ultra-high-relief-gilded-coin
4394,Australian Wedge-tailed Eagle 2025 1oz Bi-Metal Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2025-1oz-bi-metal-proof-coin
4396,Australian Wedge-Tailed Eagle 2025 1oz Rose Gold Reverse Proof Ultra High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2025-1oz-rose-gold-reverse-proof-ultra-high-relief-coin
4399,Australian Wedge-tailed Eagle 2025 5oz Gold Proof Ultra High Relief Gilded Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-wedge-tailed-eagle-2025-5oz-gold-proof-ultra-high-relief-gilded-coin
4408,Beth Zaiken Collection - The Koala 2025 10oz Silver Proof Ultra High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/beth-zaiken-collection-the-koala-2025-10oz-silver-proof-ultra-high-relief-coin
4409,Beth Zaiken Collection - The Koala 2025 1oz Gold Proof Ultra High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/beth-zaiken-collection-the-koala-2025-1oz-gold-proof-ultra-high-relief-coin
4418,Butterfly 2025 2 Kilo Silver High Relief Antiqued Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/butterfly-2025-2-kilo-silver-antiqued-high-relief-coin
4426,Chinese Myths and Legends Dragon 2022 1oz Platinum Reverse Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/chinese-myths-and-legends-dragon-2022-1oz-platinum-reverse-proof-coin
4428,Chinese Myths and Legends Dragon and Koi 2024 1oz Platinum Reverse Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/chinese-myths-and-legends-dragon-and-koi-2024-1oz-platinum-reverse-proof-coin
4444,Dragon 2022 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/dragon-2022-1oz-gold-proof-coin
4446,Dragon 2023 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/dragon-2023-1oz-gold-proof-coin
4447,Dragon 2023 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/dragon-2023-5oz-silver-antiqued-coloured-coin
4448,Dragon 2024 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/dragon-2024-1oz-gold-proof-coin
4449,Dragon 2025 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/dragon-2025-1oz-gold-proof-coin
4450,Dragon 2025 1oz Gold Proof Rectangular Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/dragon-2025-1oz-gold-proof-rectangular-coin
4452,Dragon and Phoenix 2024 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/dragon-and-phoenix-2024-5oz-silver-antiqued-coloured-coin
4453,Dragon and Tiger 2022 2 Kilo Silver Antiqued High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/dragon-and-tiger-2022-2-kilo-silver-antiqued-high-relief-coin
4464,Five Auspicious Creatures 2024 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/five-auspicious-creatures-2024-5oz-silver-antiqued-coloured-coin
4467,Fu Lu Shou 2023 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/fu-lu-shou-2023-5oz-silver-antiqued-coloured-coin
4469,Great Barrier Reef 2021 2 Kilo Silver Antiqued High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/great-barrier-reef-2021-2-kilo-silver-antiqued-high-relief-coin
4472,Great Southern Land 2022 2oz Gold Proof Opal Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/great-southern-land-2022-2oz-gold-proof-opal-coin
4474,Great Southern Land 2024 2oz Gold Proof Mother of Pearl Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/great-southern-land-2024-2oz-gold-proof-mother-of-pearl-coin
4476,Great Southern Land 2025 2oz Gold Proof Blue Lepidolite Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/great-southern-land-2025-2oz-gold-proof-blue-lepidolite-coin
4490,Her Majesty Queen Elizabeth II 95th Birthday 2021 2oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/her-majesty-queen-elizabeth-ii-95th-birthday-2021-2oz-gold-proof-coin
4492,Honey Bee 2024 2 Kilo Silver Antiqued High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/honey-bee-2024-2-kilo-silver-antiqued-high-relief-coin
4498,Kimberley Sunrise 2023 5oz Gold Proof High Relief Coin with Diamond,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/kimberley-sunrise-2023-5oz-gold-proof-high-relief-coin-with-diamond
4499,Kimberley Sunset 2021 5oz Rose Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/kimberley-sunset-2021-5oz-rose-gold-proof-high-relief-coin
4500,Koi Fish 2023 2 Kilo Silver Antiqued High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/koi-fish-2023-2-kilo-silver-antiqued-high-relief-coin
4502,Laughing Buddha 2021 1oz Gold Proof Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/laughing-buddha-2021-1oz-gold-proof-coin
4514,Mythical Creatures - Basilisk 2023 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-basilisk-2023-1oz-gold-proof-coin
4515,Mythical Creatures - Basilisk 2023 1oz Platinum Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-basilisk-2023-1oz-platinum-proof-coin
4516,Mythical Creatures - Basilisk 2023 5oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-basilisk-2023-5oz-gold-proof-coin
4517,Mythical Creatures - Chimera 2025 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-chimera-2025-1oz-gold-proof-coin
4518,Mythical Creatures Griffin 2022 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-griffin-2022-1oz-gold-proof-coin
4519,Mythical Creatures Griffin 2022 1oz Platinum Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-griffin-2022-1oz-platinum-proof-coin
4520,Mythical Creatures Griffin 2022 5oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-griffin-2022-5oz-gold-proof-coin
4521,Mythical Creatures Unicorn 2021 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/mythical-creatures-unicorn-2021-1oz-gold-proof-coin
4574,The 200th Anniversary of the Shield Back Sovereign Two-Coin Set,Великобритания,The Royal Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coin-sets/200th-anniversary-of-the-shield-back-sovereign-two-coin-set
4578,The First Australian Nugget Replicas 2024 Gold Proof Gilded Four-Coin Set,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/first-australian-nugget-replicas-2024-gold-proof-gilded-four-coin-set
4582,The Jewelled Horse 2021 10oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/masterpieces/the-jewelled-horse-2021-10oz-gold-proof-coin
4583,The Jewelled Koi 2022 10oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/the-jewelled-koi-2022-10oz-gold-proof-coin-with-argyle-pink-diamonds
4590,The Perth Mint’s 125th Australia Five Sovereign 2024 Gold Proof Gilded Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/the-perth-mints-125th-australia-five-sovereign-2024-gold-proof-gilded-coin
4593,The Queen's Platinum Jubilee 2022 2oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/the-queens-platinum-jubilee-2022-2oz-gold-proof-coin
4600,Twelve Baby Lunar Animals 2025 5oz Silver Proof Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/twelve-baby-lunar-animals-2025-5oz-silver-proof-coloured-coin
4601,Twelve Lunar Animals 2022 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/twelve-lunar-animal-2022-5oz-silver-antiqued-coloured-coin
4602,Unicorn 2025 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/unicorn-2025-5oz-silver-antiqued-coloured-coin
4603,Universe Starry Sky and Planets 2024 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/universe-starry-sky-and-planets-2024-5oz-antiqued-coloured-coin
4610,Wonders of Australia - The Outback 2026 1oz Gold Proof Opal Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/wonders-of-australia-the-outback-2026-1oz-gold-proof-opal-coin
4616,World Popular Dogs 2025 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/world-popular-dogs-2025-5oz-silver-antiqued-coloured-coin
4629,Zodiac Signs and Goddesses 2025 5oz Silver Antiqued Coloured Coin,Тувалу,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/zodiac-signs-and-goddesses-2025-5oz-silver-antiqued-coloured-coin
4632,225th Anniversary of Australian Proclamation Coins - Pillar Dollar 2025 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/225th-anniversary-australian-proclamation-coins-pillar-dollar-2025-1oz-gold-proof-coin
4635,35th Anniversary of the Australian Kangaroo Nugget 2021 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/35th-anniversary-of-the-australian-kangaroo-nugget-2021-1oz-gold-proof-coin
4636,35th Anniversary of the Australian Kangaroo Nugget 2021 2oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/35th-anniversary-of-the-australian-kangaroo-nugget-2021-2oz-gold-proof-coin
4638,80th Anniversary End of WWII - Winged Victory 2025 1oz Gold Proof Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/80th-anniversary-end-of-wwii-winged-victory-2025-1oz-gold-proof-coin
4641,Australian Kookaburra 35th Anniversary 2025 1oz Gold Proof High Relief Coin,Австралия,The Perth Mint,0,,NO_MINTAGE,https://www.perthmint.com/shop/collector-coins/coins/australian-kookaburra-35th-anniversary-2025-1oz-gold-proof-high-relief-coin
